N,P,K,temperature,ph,Soil_moisture,Conductivity,label
13,144,204,30.7280404,6.092241627,0.087889309,11.37794819,grapes
22,123,205,32.44577836,5.896343436,0.095559367,10.4646989,grapes
36,125,196,37.46566825,6.15526103,0.10774697,9.281003457,grapes
24,131,196,22.03296178,5.732453638,0.065620974,15.23903019,grapes
2,123,198,39.64851881,6.253034534,0.125846807,7.946168998,grapes
35,140,197,16.77557314,6.106190557,0.047783799,20.92759525,grapes
11,122,195,12.14190714,5.647202395,0.04006679,24.9583258,grapes
6,123,203,12.7567962,6.130310493,0.041436133,24.13352609,grapes
17,134,204,39.04071989,6.499604931,0.11279076,8.865974462,grapes
25,130,197,39.70772192,5.554831977,0.115646937,8.647008071,grapes
27,145,205,9.467960445,5.800242694,0.027766473,36.01465653,grapes
9,122,201,29.58748357,5.570290539,0.092130975,10.8541129,grapes
16,139,203,17.82803682,6.27564088,0.052592282,19.01419694,grapes
32,141,204,8.825674745,5.536645599,0.026062798,38.36886624,grapes
22,138,195,27.83487131,6.208196881,0.08122499,12.31148203,grapes
31,144,202,11.02105378,5.870600622,0.031886084,31.36164324,grapes
3,136,205,17.5862944,6.334771461,0.054029926,18.50826166,grapes
28,122,197,19.89363946,5.856575335,0.060212217,16.60792514,grapes
4,136,204,29.93707596,5.898944282,0.08993336,11.11934432,grapes
39,145,201,36.73126647,5.775600435,0.09800329,10.20373913,grapes
38,132,197,20.42094753,5.931101816,0.058367704,17.13276219,grapes
36,133,198,25.51939719,6.2286454,0.072259938,13.83892693,grapes
25,121,201,30.50734778,5.594240603,0.090799273,11.01330402,grapes
15,125,199,18.4269936,5.569230319,0.057306766,17.44994655,grapes
24,140,205,12.087022,5.93202852,0.035466184,28.19587222,grapes
13,132,203,23.60115364,6.423216506,0.07069297,14.14567809,grapes
5,126,197,12.80000387,6.417500829,0.042073183,23.76810928,grapes
30,120,200,38.06099482,6.234904253,0.111602842,8.960345265,grapes
23,142,197,39.06555518,6.000573725,0.110678329,9.035192408,grapes
26,135,203,33.78372897,5.685102769,0.095559695,10.46466296,grapes
7,126,203,16.76201707,5.662140095,0.052863146,18.91677047,grapes
32,139,198,35.89307536,6.358186848,0.099981234,10.00187695,grapes
9,141,202,21.01245395,6.119495295,0.062535381,15.99094771,grapes
20,142,196,10.89875873,6.207600783,0.033236756,30.08717196,grapes
32,129,201,16.36251869,6.48754639,0.047962759,20.84950959,grapes
3,134,199,20.28370163,5.81717753,0.06334435,15.7867276,grapes
38,138,204,25.11108456,6.325480034,0.06871338,14.55320629,grapes
14,131,198,33.4641162,5.562790949,0.100478473,9.952380557,grapes
20,122,204,11.7976469,6.487369687,0.036987419,27.03622023,grapes
40,126,201,11.36300891,6.116982944,0.033686673,29.68533006,grapes
36,128,204,25.23542319,5.695792761,0.071291911,14.02683682,grapes
11,132,197,15.99050693,5.734317007,0.049972079,20.01117456,grapes
0,137,195,22.4359017,6.329499832,0.070590065,14.16629939,grapes
19,123,200,34.76086052,6.167013532,0.10456392,9.563528255,grapes
31,136,197,31.11047251,5.653776058,0.088215584,11.33586558,grapes
4,134,200,28.57828803,5.840256272,0.087509728,11.42730099,grapes
39,139,201,41.18664903,5.539980812,0.11131042,8.983884919,grapes
8,127,196,27.02766138,5.833302165,0.084675714,11.80976163,grapes
39,138,203,21.19339319,6.399433771,0.058403666,17.12221276,grapes
32,120,204,10.38004759,6.138958698,0.031966426,31.28282173,grapes
12,142,203,31.3115978,5.972850838,0.090508677,11.04866439,grapes
8,133,195,20.46657776,6.456079585,0.063888624,15.65223874,grapes
8,139,199,29.36947679,6.336426667,0.087773054,11.39301814,grapes
21,134,202,10.72302459,6.425419926,0.032837604,30.45289185,grapes
40,140,195,14.97846952,6.294395676,0.042609252,23.46908129,grapes
39,127,202,15.3246651,6.477768039,0.044360503,22.54257577,grapes
19,120,195,18.73932187,5.931538447,0.059099766,16.92054075,grapes
21,139,201,19.3642553,5.980598579,0.05641068,17.72713977,grapes
17,136,195,41.20733624,6.389783283,0.121285449,8.245012147,grapes
33,139,203,33.34214482,5.693287415,0.091579053,10.91952765,grapes
22,133,201,23.81995682,6.00299607,0.06971898,14.34329651,grapes
32,130,196,40.66012294,6.372959542,0.116369058,8.593349581,grapes
37,135,205,11.82768186,5.510924849,0.034025681,29.38956579,grapes
15,140,195,13.28504331,5.69945282,0.040814409,24.50115078,grapes
39,132,196,35.83089092,5.778594403,0.100356651,9.964461647,grapes
40,121,199,26.18159716,6.315586313,0.075504437,13.24425485,grapes
40,132,202,24.57558351,5.971813006,0.068383913,14.62332227,grapes
29,142,203,29.67229086,5.891195653,0.082011473,12.19341593,grapes
32,121,199,39.37102553,6.129812716,0.114690413,8.719124555,grapes
6,140,205,17.66558428,6.313085601,0.053178303,18.80466182,grapes
8,120,196,24.06679352,6.053662544,0.077366647,12.9254665,grapes
34,133,202,15.31413469,5.804799142,0.044211747,22.61842304,grapes
35,135,199,21.77466746,6.400719746,0.061719966,16.20221242,grapes
16,145,199,26.91624843,5.953966361,0.077545135,12.89571559,grapes
8,136,201,41.65602996,5.609255992,0.123640667,8.087953809,grapes
25,129,195,17.98667801,5.777271492,0.054403089,18.38130924,grapes
16,130,201,29.12033769,5.682395429,0.086802126,11.52045517,grapes
39,129,203,34.38922481,5.863996687,0.095388746,10.48341697,grapes
38,135,203,41.36106301,6.444373116,0.112662402,8.876075653,grapes
33,120,205,35.12158265,5.550832178,0.100898276,9.910972159,grapes
35,125,204,19.6491772,6.107741788,0.056728509,17.62782103,grapes
1,132,200,16.27852801,5.620745638,0.051887472,19.27247505,grapes
39,140,203,21.11903604,6.349875906,0.057903236,17.27019203,grapes
28,145,202,19.2077707,6.484323189,0.053887389,18.55721769,grapes
6,128,200,25.96308415,5.838748311,0.080727797,12.38730696,grapes
6,139,199,25.67385024,6.29099842,0.077540262,12.89652588,grapes
29,122,196,41.94865736,5.638328481,0.123771347,8.079414383,grapes
37,144,197,11.18994268,6.415555956,0.032248526,31.0091696,grapes
38,120,197,17.5438296,6.323722572,0.05223614,19.14383424,grapes
38,141,198,13.05809741,5.757009965,0.037289383,26.81728466,grapes
14,121,203,9.724457611,6.158689406,0.031729165,31.51674539,grapes
6,125,204,27.92004934,5.733539807,0.086328505,11.58365935,grapes
32,138,197,9.535585543,5.908724337,0.028707318,34.83432397,grapes
11,124,204,13.42988625,6.361141107,0.042566036,23.49290868,grapes
23,138,200,9.851242629,5.96537863,0.030058844,33.26807927,grapes
40,143,201,24.97256132,6.476757723,0.067636878,14.7848337,grapes
6,142,202,27.23708304,6.224542938,0.08067738,12.39504801,grapes
37,124,195,18.70679077,6.209928251,0.055356154,18.06483887,grapes
35,134,204,9.949929082,5.841138354,0.029356378,34.06414756,grapes
119,25,51,26.47330219,6.283818329,0.140888729,7.097799844,watermelon
119,19,55,25.18780042,6.818261383,0.135688085,7.369843855,watermelon
105,30,50,25.29954705,6.37620108,0.142159714,7.034341681,watermelon
114,8,50,24.74631269,6.581587932,0.149687864,6.680568285,watermelon
93,22,52,26.58740671,6.932739726,0.165194052,6.053486714,watermelon
80,26,55,24.53442564,6.140099215,0.158598917,6.305213294,watermelon
85,27,45,26.0713757,6.467095849,0.172429145,5.799483622,watermelon
85,22,53,25.96534238,6.849471704,0.16853339,5.933542313,watermelon
82,22,45,26.22338015,6.512196212,0.182707249,5.473236577,watermelon
118,13,54,24.41311871,6.039584629,0.137368209,7.279704711,watermelon
83,25,53,26.49195283,6.057697106,0.170757471,5.856259139,watermelon
86,15,47,24.04355803,6.423898762,0.16921323,5.909703398,watermelon
101,10,47,25.5421695,6.936997681,0.167988415,5.952791463,watermelon
119,9,50,26.74550678,6.251286661,0.155873634,6.415453191,watermelon
104,17,46,25.7131428,6.190015912,0.159958939,6.25160436,watermelon
95,12,51,25.76484262,6.681606702,0.169397738,5.903266544,watermelon
102,14,52,26.79489868,6.51075991,0.165445825,6.044274596,watermelon
109,21,55,24.9004602,6.770278088,0.140002488,7.142730228,watermelon
81,18,50,26.80750629,6.429788073,0.186627559,5.358265443,watermelon
103,17,51,25.11189154,6.209888345,0.15270112,6.548740436,watermelon
105,14,50,26.2148837,6.419052193,0.161034815,6.209837303,watermelon
97,8,52,24.9103226,6.237861736,0.165033902,6.059361067,watermelon
120,19,49,25.79448878,6.762471629,0.142523876,7.016368237,watermelon
95,16,55,25.26931156,6.612847999,0.158248865,6.319160653,watermelon
83,29,52,25.76402693,6.704688865,0.163195286,6.12762797,watermelon
83,9,45,25.85483596,6.049609892,0.1960207,5.101502024,watermelon
91,21,50,24.33528185,6.762030215,0.156390629,6.394245028,watermelon
116,5,54,25.37601283,6.65398725,0.150720073,6.634816306,watermelon
112,28,54,24.86094646,6.738030547,0.133303848,7.501658932,watermelon
88,29,51,24.71885473,6.095689937,0.153088421,6.532172671,watermelon
118,15,45,24.21495706,6.538006356,0.141657062,7.059302127,watermelon
92,21,48,25.81692236,6.377427122,0.166564735,6.00367178,watermelon
106,14,45,24.47018505,6.417011754,0.154364758,6.478162592,watermelon
99,5,47,24.13078816,6.649086972,0.166429061,6.008566028,watermelon
98,8,51,26.1793464,6.25933595,0.173116856,5.776445014,watermelon
108,22,46,26.17668721,6.121168559,0.154412996,6.476138855,watermelon
119,7,55,26.03867719,6.031424482,0.149384957,6.694114462,watermelon
117,27,48,26.53259325,6.835268184,0.143398923,6.973553063,watermelon
109,10,53,26.81938687,6.551750306,0.161740621,6.182738707,watermelon
80,16,46,25.50405534,6.940236218,0.186648277,5.357670673,watermelon
100,18,52,26.20234499,6.87606733,0.160013794,6.249461216,watermelon
91,7,53,25.13735887,6.457216535,0.173095092,5.777171318,watermelon
86,6,53,25.92030221,6.921847888,0.185657257,5.386269399,watermelon
107,5,52,26.6634609,6.881425746,0.16867964,5.928397773,watermelon
103,16,49,24.06731461,6.915717008,0.149210206,6.701954422,watermelon
101,20,48,24.6774157,6.206247494,0.151937371,6.581659228,watermelon
85,25,47,26.11440416,6.29542477,0.172703211,5.790280291,watermelon
84,7,51,26.81530456,6.399669044,0.195882426,5.105103189,watermelon
102,28,54,25.15623099,6.862157042,0.142153429,7.034652663,watermelon
98,25,52,25.2801372,6.224066378,0.150172213,6.659021552,watermelon
97,25,50,26.22005978,6.093814669,0.158256162,6.318869297,watermelon
90,16,45,24.92093261,6.291540278,0.171661805,5.825407684,watermelon
95,12,46,26.21667586,6.32281728,0.17788677,5.621553521,watermelon
82,23,49,26.81383586,6.873283991,0.180609324,5.536812713,watermelon
82,25,51,24.31334971,6.074209622,0.160211074,6.24176578,watermelon
110,28,46,24.29105004,6.49889585,0.137451359,7.275300935,watermelon
118,21,51,24.42998931,6.678805092,0.133842049,7.471493506,watermelon
120,20,45,25.66576039,6.114128685,0.144139245,6.937735782,watermelon
91,7,52,25.07803672,6.405054243,0.173853578,5.751966745,watermelon
81,6,55,24.88910524,6.110142735,0.182317643,5.484932704,watermelon
101,13,54,25.42900869,6.828982708,0.157315528,6.356651586,watermelon
101,17,55,24.37118217,6.451499764,0.146654232,6.818759916,watermelon
111,6,53,26.4930645,6.313512999,0.161723909,6.18337763,watermelon
107,10,49,25.83202912,6.755192025,0.16163873,6.1866361,watermelon
115,11,46,24.41592661,6.623167177,0.147767015,6.767410161,watermelon
84,25,52,24.37190239,6.12532356,0.157589456,6.345602215,watermelon
120,7,47,24.24782473,6.653867608,0.145102441,6.891682823,watermelon
91,12,46,24.64458469,6.343942518,0.172111307,5.810193528,watermelon
89,22,52,24.89681131,6.217300786,0.158876143,6.294211208,watermelon
113,19,46,25.41864024,6.286387658,0.148419327,6.73766698,watermelon
97,22,50,26.26028739,6.7698938,0.161303476,6.199494436,watermelon
117,30,50,24.90123934,6.744966312,0.131478372,7.605813661,watermelon
90,14,52,24.84740848,6.391858432,0.165688516,6.035421312,watermelon
104,23,47,26.98212846,6.770434148,0.16081683,6.218254635,watermelon
81,16,45,26.90435747,6.727468157,0.19650956,5.088810956,watermelon
88,5,47,25.86475496,6.662244646,0.191891107,5.211288925,watermelon
92,7,45,26.70607759,6.944640222,0.192403317,5.197415604,watermelon
81,18,50,26.44019475,6.507110986,0.184162381,5.429990616,watermelon
111,5,55,26.283443,6.520663422,0.159552298,6.267537422,watermelon
108,23,51,26.84366082,6.106500787,0.152987147,6.536496805,watermelon
113,30,50,26.03967219,6.277484043,0.140101928,7.137660495,watermelon
83,10,53,24.92994759,6.195142279,0.177602381,5.630555152,watermelon
101,11,51,25.50736962,6.792035575,0.1626219,6.149233301,watermelon
114,21,55,25.4438391,6.472756256,0.139178101,7.185038424,watermelon
99,6,45,26.12588914,6.000975617,0.180839261,5.529772655,watermelon
92,20,55,25.10474753,6.587791262,0.156315853,6.397303778,watermelon
92,7,48,26.27520631,6.956508826,0.185545621,5.389510104,watermelon
91,24,55,26.27061608,6.259086583,0.160415389,6.233815896,watermelon
110,21,54,26.73690828,6.747537642,0.149929234,6.669813309,watermelon
112,25,51,25.04746944,6.932537231,0.138550369,7.217591729,watermelon
89,25,54,24.69368934,6.353107393,0.152938627,6.538570533,watermelon
100,10,53,24.54356968,6.211748957,0.156709016,6.381253757,watermelon
83,22,54,25.89762315,6.277245254,0.169167441,5.911302984,watermelon
95,14,50,26.6333118,6.560443519,0.173794414,5.75392487,watermelon
119,30,49,25.35794749,6.903020221,0.133120947,7.511965796,watermelon
97,12,47,25.28784623,6.765094964,0.168511835,5.934301298,watermelon
110,7,45,26.63838589,6.189213927,0.17060732,5.861413204,watermelon
96,18,50,25.3310446,6.904241707,0.16055515,6.228389435,watermelon
83,23,55,26.89750174,6.463271076,0.173276408,5.771126085,watermelon
120,24,47,26.98603693,6.260838965,0.146523754,6.824831986,watermelon
115,17,55,27.57826922,6.776533055,0.152824969,6.543433354,muskmelon
114,27,48,27.82054812,6.528404378,0.152489673,6.557821149,muskmelon
101,25,52,29.09910406,6.750145572,0.16909609,5.913797289,muskmelon
118,18,52,28.04943594,6.562832807,0.154518276,6.471726349,muskmelon
95,26,45,29.91690582,6.117530021,0.186246421,5.369230704,muskmelon
81,25,49,29.86895762,6.076459669,0.199154565,5.021225592,muskmelon
117,24,53,29.17220859,6.293486295,0.155526848,6.429758015,muskmelon
114,30,51,29.24908541,6.069171847,0.155123515,6.446475897,muskmelon
113,6,52,27.76317235,6.740983646,0.168205686,5.945102227,muskmelon
108,26,52,28.82629037,6.201797639,0.1603564,6.236109073,muskmelon
81,30,48,28.52379742,6.041027474,0.185684261,5.385486079,muskmelon
115,9,52,29.06785065,6.019372459,0.170840061,5.853428037,muskmelon
83,7,45,29.08417927,6.704104127,0.222845772,4.487408441,muskmelon
84,21,55,28.47090661,6.494251024,0.184193166,5.429083065,muskmelon
109,26,45,28.27973674,6.224535449,0.162665204,6.147596257,muskmelon
95,27,55,28.47212559,6.160414414,0.166509184,6.005674734,muskmelon
119,5,55,29.68846716,6.168757984,0.171443951,5.832810061,muskmelon
110,14,51,27.02415146,6.085444691,0.160138008,6.244613695,muskmelon
82,18,48,29.09588297,6.159050816,0.203350561,4.917616145,muskmelon
87,14,48,29.69238699,6.606033244,0.205989174,4.854624049,muskmelon
85,9,53,28.20619412,6.447662945,0.198681593,5.0331789,muskmelon
100,6,53,29.05248036,6.105909623,0.18900931,5.290744661,muskmelon
107,12,46,29.57240298,6.559763394,0.185287291,5.397024241,muskmelon
91,13,47,29.10968327,6.14410903,0.199401876,5.014997954,muskmelon
102,25,50,28.20480805,6.099662369,0.164998916,6.060645894,muskmelon
117,25,53,29.11858526,6.413927319,0.154454283,6.474407689,muskmelon
85,21,52,29.62800691,6.075144116,0.193848145,5.15867717,muskmelon
104,25,55,29.81196601,6.123802502,0.167456337,5.971705926,muskmelon
102,24,54,27.72338349,6.698468621,0.159574353,6.266671197,muskmelon
116,25,50,29.26092798,6.088885814,0.158434178,6.311769425,muskmelon
100,17,48,29.72791119,6.367800632,0.186229765,5.369710911,muskmelon
110,25,54,28.91105641,6.425930938,0.158259558,6.318733695,muskmelon
104,25,51,28.96361426,6.469983276,0.166464524,6.007285985,muskmelon
107,11,54,28.59052369,6.094016338,0.172037928,5.812671712,muskmelon
98,26,52,27.33897716,6.150090899,0.161016916,6.210527607,muskmelon
88,17,52,29.90415889,6.646962425,0.196841776,5.080222392,muskmelon
87,25,46,27.42711692,6.379690748,0.179918462,5.558073316,muskmelon
120,8,46,29.55657523,6.732834334,0.175612501,5.694355427,muskmelon
95,13,46,29.84070774,6.126019932,0.200264336,4.993400323,muskmelon
108,22,47,28.53545677,6.161123579,0.166866987,5.992797111,muskmelon
82,13,52,27.11535046,6.442810053,0.191260887,5.228460524,muskmelon
120,23,55,27.84492803,6.732049075,0.145681455,6.864291698,muskmelon
110,22,47,29.03157242,6.243673725,0.167774148,5.960393865,muskmelon
95,23,45,27.82424457,6.266208727,0.176835856,5.654961732,muskmelon
106,10,49,27.72653142,6.350623739,0.17410019,5.743819105,muskmelon
99,12,52,28.69708334,6.002927293,0.182190695,5.488754506,muskmelon
106,20,51,29.73019662,6.342573112,0.17361693,5.759806948,muskmelon
83,11,53,29.54097171,6.163921248,0.207761712,4.813206384,muskmelon
117,19,55,28.80311922,6.121745389,0.156037273,6.40872516,muskmelon
98,26,49,27.29035669,6.130160473,0.163528073,6.115157963,muskmelon
113,20,48,27.46583649,6.440584681,0.157269815,6.358499251,muskmelon
101,17,47,29.49401389,6.185053234,0.184812205,5.41089804,muskmelon
98,7,45,27.79161808,6.157724816,0.191944121,5.209849602,muskmelon
93,22,48,29.12533739,6.776987974,0.184818021,5.410727783,muskmelon
95,21,47,27.93114233,6.431970877,0.177491671,5.634067198,muskmelon
109,12,48,29.45771748,6.708743843,0.18022318,5.548675803,muskmelon
118,12,47,27.96872279,6.010739645,0.163665101,6.110038102,muskmelon
100,14,49,29.48882958,6.365956658,0.187048034,5.346220312,muskmelon
89,9,47,29.47156259,6.668382766,0.210148708,4.758535096,muskmelon
95,16,46,27.0767265,6.74669542,0.178832653,5.591819972,muskmelon
95,7,45,27.30008597,6.031665834,0.192517592,5.19433051,muskmelon
87,6,45,29.82729394,6.40077205,0.223386188,4.476552508,muskmelon
93,20,50,29.93061247,6.448792689,0.189758359,5.269860083,muskmelon
84,29,49,29.94349168,6.251420275,0.191009208,5.235349704,muskmelon
111,5,47,28.03306461,6.274452811,0.178116961,5.614288474,muskmelon
111,5,52,29.8843055,6.135996372,0.183835152,5.439656074,muskmelon
111,15,54,27.7058373,6.194090172,0.159476874,6.270501645,muskmelon
89,11,47,29.78714005,6.327822962,0.209436327,4.774720866,muskmelon
110,15,48,28.57819995,6.212567211,0.170972254,5.848902242,muskmelon
95,30,52,29.48069921,6.640470863,0.17220734,5.806953403,muskmelon
115,12,52,27.51492243,6.685553129,0.159301243,6.277414937,muskmelon
120,25,50,28.05457761,6.327210469,0.148997834,6.711506965,muskmelon
102,11,45,29.03167341,6.35544263,0.190073882,5.261112088,muskmelon
94,5,55,28.5854649,6.085682344,0.192113408,5.205258749,muskmelon
84,18,46,27.08808014,6.781050373,0.189784325,5.269139053,muskmelon
107,22,54,27.99611732,6.630301421,0.158448729,6.311189804,muskmelon
80,18,52,27.87317436,6.484799661,0.192487829,5.19513366,muskmelon
86,18,45,28.96586565,6.566759102,0.201113192,4.972324235,muskmelon
113,28,48,28.87726019,6.170520518,0.158080742,6.325881249,muskmelon
115,18,53,29.17052093,6.012480351,0.162207102,6.164958187,muskmelon
82,20,54,29.34033587,6.541150335,0.194489333,5.141670174,muskmelon
98,22,47,29.07265321,6.341400922,0.180075768,5.553218029,muskmelon
117,25,54,28.68275966,6.150686364,0.151442651,6.60315962,muskmelon
83,15,49,28.92705913,6.438008153,0.203585436,4.911942712,muskmelon
120,16,51,27.99901833,6.547041903,0.155074964,6.448494148,muskmelon
111,5,50,27.59350075,6.399891457,0.172250005,5.805515087,muskmelon
85,21,47,29.87331077,6.186770318,0.201786345,4.955736725,muskmelon
90,23,54,28.55852465,6.159020864,0.176997154,5.649808371,muskmelon
99,29,55,29.19378695,6.660954816,0.164993371,6.060849548,muskmelon
102,11,47,27.98780984,6.504906979,0.181173812,5.519561529,muskmelon
80,18,51,28.05380704,6.706053225,0.194991994,5.128415694,muskmelon
87,21,52,27.3506296,6.067665498,0.177191435,5.643613643,muskmelon
114,8,52,29.34081108,6.419083092,0.174372477,5.734849986,muskmelon
99,6,46,28.61475136,6.39637861,0.196124181,5.098810325,muskmelon
89,25,50,27.04863538,6.375923383,0.171028265,5.846986771,muskmelon
96,13,55,29.5275305,6.700337732,0.186143479,5.372200021,muskmelon
82,26,47,28.50416396,6.565312653,0.190349445,5.253495751,muskmelon
106,21,52,28.89578588,6.286515359,0.167015564,5.98746595,muskmelon
90,15,52,27.04927452,6.448061578,0.178657799,5.597292717,muskmelon
106,16,54,28.96017885,6.585872508,0.170228289,5.874464264,muskmelon
24,128,196,22.75088787,5.521466996,0.068249678,14.65208383,apple
7,144,197,23.8494014,6.133220586,0.071406326,14.00436149,apple
14,128,205,22.60800988,6.226289556,0.068034611,14.69840117,apple
8,120,201,21.18667419,6.321152192,0.0674367,14.82872093,apple
20,129,201,23.41044706,5.587905967,0.069744134,14.33812331,apple
32,137,204,22.86006627,5.824151693,0.063968006,15.63281492,apple
27,139,205,22.48403042,5.772179946,0.063299273,15.79796966,apple
0,123,205,22.02775403,5.790993052,0.070206567,14.24368176,apple
22,144,196,21.91191314,6.499226821,0.063292578,15.7996409,apple
1,124,199,23.71059131,5.658473817,0.076267257,13.1117866,apple
30,122,197,21.37784654,5.573241391,0.064119904,15.59578127,apple
29,121,196,22.84852833,6.079497202,0.068926382,14.50823276,apple
13,126,204,23.1094265,6.383180271,0.070289873,14.22680046,apple
9,139,199,23.25230817,5.867420996,0.069891378,14.30791649,apple
0,133,200,23.67287749,5.708418722,0.074092725,13.49660169,apple
30,143,199,23.76881552,5.7983508,0.066582837,15.01888533,apple
36,140,198,23.34386401,6.28188384,0.065090545,15.36321431,apple
37,137,199,22.63946441,5.697945522,0.06337658,15.77869928,apple
33,121,203,22.45696744,5.605934087,0.065705791,15.21935864,apple
7,144,195,22.96388477,5.85648105,0.069259783,14.43839358,apple
35,128,205,21.07273439,6.041053829,0.059980256,16.67215278,apple
29,128,198,22.44075021,5.685062404,0.066030282,15.14456648,apple
2,143,196,22.71271308,5.669489065,0.069538748,14.38047173,apple
34,140,198,21.70416965,5.751707342,0.061032714,16.38465558,apple
29,144,204,22.43324518,5.800448951,0.062157149,16.08825398,apple
32,141,203,21.25941052,5.821347769,0.05920056,16.89173214,apple
13,144,197,22.9215706,6.28022267,0.067575058,14.79835944,apple
25,143,198,22.81212536,6.027314401,0.065060452,15.37032056,apple
9,137,200,21.12152071,5.636687393,0.063935031,15.6408777,apple
6,144,198,21.11478672,5.559363609,0.063548238,15.7360776,apple
37,126,196,23.59997268,5.596449493,0.068523601,14.59351214,apple
2,120,203,23.12652652,5.893492999,0.074235466,13.47065023,apple
11,143,197,22.98458907,5.875718516,0.068332163,14.63439707,apple
10,141,201,22.12659387,6.386021424,0.065700551,15.22057256,apple
24,142,202,22.53779727,5.710819862,0.063961406,15.63442814,apple
23,138,195,22.49095104,5.795985716,0.065985818,15.1547717,apple
18,125,204,22.35548159,6.046673619,0.067306863,14.85732583,apple
13,121,196,22.20700989,6.443382913,0.070324272,14.2198414,apple
26,122,202,22.44516988,5.617227184,0.0669862,14.92844803,apple
28,123,202,22.76643029,6.442289294,0.067326998,14.85288265,apple
26,121,201,22.19109412,6.162034371,0.066641075,15.00576032,apple
21,137,196,23.6119202,5.812781806,0.069525198,14.38327433,apple
21,135,198,23.86087054,5.765015126,0.070228448,14.23924393,apple
5,144,205,21.42177231,6.184922574,0.06333834,15.78822562,apple
2,123,205,22.36629253,5.739652177,0.070806947,14.12290801,apple
15,133,199,23.99686172,5.824778636,0.072037065,13.88174259,apple
31,130,198,21.80129837,5.554823557,0.063513366,15.74471744,apple
25,143,200,23.80436344,6.024248787,0.067403162,14.83609934,apple
16,143,204,23.71475278,5.631333387,0.068084718,14.6875837,apple
19,122,202,23.34467359,5.811975094,0.070975725,14.08932425,apple
10,125,196,22.31253665,5.730557448,0.070430624,14.1983691,apple
20,139,202,23.50201428,5.66999105,0.067872616,14.73348256,apple
28,123,198,23.46260321,5.682751473,0.070093419,14.26667461,apple
28,136,200,23.06204373,6.245858905,0.066104516,15.12755957,apple
2,131,199,22.47420512,6.017370134,0.070705437,14.1431839,apple
2,140,197,22.69780133,5.53456749,0.069905019,14.30512457,apple
27,138,201,23.66682067,5.952367662,0.067395685,14.8377452,apple
30,127,204,22.50050273,6.126436584,0.065098346,15.36137351,apple
32,145,203,23.83053666,6.406818518,0.065343518,15.30373689,apple
29,139,205,23.64142354,6.155939453,0.066062798,15.13711249,apple
26,126,195,21.41363812,5.878568981,0.064592617,15.48164551,apple
40,136,202,22.85267372,5.935336308,0.063102311,15.84728003,apple
6,124,200,22.98208095,5.971332179,0.072672973,13.76027379,apple
35,138,200,21.19909519,5.67130617,0.059515001,16.80248662,apple
17,136,196,23.87192332,5.882155988,0.071266256,14.0318863,apple
33,134,205,21.0365275,6.08551916,0.059237977,16.88106259,apple
16,143,197,22.61711614,5.90402645,0.066340214,15.07381333,apple
27,120,200,21.45278675,6.110218826,0.064705437,15.45465175,apple
29,145,205,22.81227579,6.212302608,0.062829224,15.91616036,apple
3,141,197,21.98141856,6.142803397,0.067394189,14.83807447,apple
15,123,204,22.52709326,6.365972688,0.06879267,14.53643237,apple
5,136,195,22.35628673,6.264202804,0.069512758,14.3858484,apple
10,136,204,21.19852186,6.276198595,0.063424348,15.76681557,apple
7,141,195,23.8812458,5.514253142,0.072540075,13.78548336,apple
2,129,201,22.78234161,5.682343744,0.071633559,13.9599374,apple
29,138,197,22.19055385,5.830892252,0.063710313,15.696046,apple
30,137,200,22.91430043,5.603413172,0.065161582,15.34646606,apple
29,132,204,23.08950736,6.0967531,0.06599865,15.15182501,apple
14,139,197,21.72484506,6.056529526,0.064928129,15.40164516,apple
18,125,203,22.44307715,6.160267496,0.067754558,14.7591546,apple
33,143,204,21.1316077,5.814434775,0.058241073,17.17001337,apple
40,144,196,22.71750705,5.987262638,0.062414492,16.02191998,apple
9,143,197,23.75033085,5.570020684,0.070917853,14.10082161,apple
38,135,203,23.76121837,5.965551311,0.065854304,15.18503631,apple
28,130,196,22.13450646,6.062356467,0.065351713,15.30181768,apple
35,142,203,21.17089176,5.895319002,0.058344452,17.13959024,apple
12,129,205,22.36238282,6.119432215,0.067521338,14.81013314,apple
1,135,203,22.77856513,5.624203283,0.07014326,14.25653727,apple
0,145,205,21.22503442,5.52078314,0.063500098,15.74800711,apple
31,121,201,23.15791104,5.731535258,0.068436009,14.61219057,apple
35,131,203,22.42776057,5.893490899,0.063489866,15.75054512,apple
29,140,195,23.64082979,5.560521058,0.067694587,14.7722298,apple
33,138,198,22.29423493,6.222390798,0.063128008,15.84082933,apple
14,140,197,23.35225078,6.071255131,0.069379632,14.41345209,apple
35,145,195,22.03911546,6.231950009,0.061437641,16.27666655,apple
40,120,197,23.80593812,5.889480679,0.069484421,14.39171533,apple
25,132,198,22.31944084,5.732757516,0.065688566,15.22334958,apple
31,137,196,22.14464104,6.400321212,0.063584179,15.72718278,apple
36,144,196,23.65167552,6.496934492,0.065562967,15.25251295,apple
10,140,197,22.16939473,6.229498836,0.06677059,14.97665364,apple
22,30,12,15.78144173,6.354006744,0.262210027,3.813736688,orange
37,6,13,26.03097313,7.511755068,0.482695949,2.07169752,orange
27,13,6,13.36050601,7.335158382,0.312184913,3.203229745,orange
7,16,9,18.87957654,7.813916603,0.621236767,1.609692235,orange
20,7,9,29.47741671,7.129136941,0.846594909,1.181202473,orange
26,27,10,28.06903173,6.079998496,0.461413202,2.16725485,orange
